Sample,D_RT,O_RT,R_RT,C_RT,D_TT,O_TT,R_TT,D_Cont,O_Cont,R_Cont,C_Cont,D_Ins,O_Ins,R_Ins,C_Ins,D_JLA,R_JLA,O_JLA,C_JLA,D_all,D_Rel,D_RF,D_WCC,O_all,O_Rel,O_RF,O_WCC,R_all,R_Rel,R_RF,R_WCC,C_all,C_Rel,C_RF,C_WCC,Name
366,0.128205128,1,0.294871795,0.102564103,0.051282051,0.974358974,0.025641026,0.033985,0.042097,0.066647,0.056967,1,3,2,3,0.141907,0.065225,0.02663,0.353934,492,499,955,977,977,977,1000,1000,427,451,890,877,629,646,828,1000,perturbed
367,0.115384615,1,0.269230769,0.115384615,0.012820513,0.987179487,0.038461538,0.053078,0.012458,0.044476,0.00126,3,4,2,1,0.090053,0.091152,0.07238,0.371487,772,820,989,944,979,979,1000,1000,446,545,857,729,705,716,931,977,perturbed
368,0.102564103,1,0.243589744,0.076923077,0.012820513,1,0.038461538,0.049608,0.027013,0.067155,0.002563,4,2,3,1,0.113223,0.107897,0.089586,0.376977,738,842,977,878,973,973,1000,1000,498,584,806,818,746,805,824,984,perturbed
369,0.08974359,1,0.256410256,0.08974359,0.038461538,0.961538462,0.064102564,0.072452,0.061664,0.075887,0.00343,2,3,1,1,0.076178,0.090058,0.089695,0.422972,598,620,832,1000,978,978,1000,1000,517,538,770,974,913,930,975,982,perturbed
370,0.115384615,1,0.282051282,0.115384615,0.025641026,1.012820513,0.012820513,0.006676,0.062937,0.032904,0.036631,1,3,1,2,0.129926,0.097653,0.012259,0.352046,61,737,981,70,977,977,1000,1000,134,544,897,231,610,618,850,1000,perturbed
371,0.115384615,1,0.307692308,0.08974359,0.051282051,0.974358974,0.012820513,0.050097,0.003206,0.081041,0.009585,3,4,3,2,0.120613,0.061831,0.070835,0.402785,525,529,933,987,975,975,1000,1000,392,413,903,866,871,876,973,1000,perturbed
372,0.08974359,1,0.230769231,0.141025641,0.051282051,1.025641026,0.025641026,0.002839,0.038514,0.066451,0.05119,4,3,3,2,0.090823,0.078533,0.069375,0.380721,15,576,773,15,974,974,1000,1000,406,549,796,723,741,741,971,1000,perturbed
373,0.128205128,1,0.307692308,0.064102564,0.025641026,0.974358974,0.051282051,0.016338,0.009058,0.030067,0.014753,2,2,4,1,0.103411,0.126551,0.073335,0.412662,381,700,988,495,978,978,1000,1000,257,524,883,399,807,927,813,1000,perturbed
374,0.141025641,1,0.282051282,0.128205128,0.012820513,1.012820513,0.012820513,0.073045,0.059441,0.071205,0.038705,1,4,3,1,0.069852,0.060881,0.087527,0.398585,700,700,995,1000,977,977,1000,1000,394,449,887,785,826,828,983,1000,perturbed
375,0.076923077,1,0.269230769,0.076923077,0.064102564,1.025641026,0.038461538,0.063264,0.019936,0.017028,0.014148,3,2,4,3,0.071226,0.084062,0.062594,0.353514,464,514,663,998,979,979,1000,1000,69,530,856,111,590,682,712,921,perturbed
376,0.102564103,1,0.294871795,0.064102564,0.025641026,1,0.012820513,0.024979,0.067099,0.081241,0.057955,2,4,1,2,0.082023,0.089747,0.035605,0.371603,595,713,968,816,973,973,1000,1000,486,514,903,913,578,806,591,1000,perturbed
377,0.128205128,1,0.294871795,0.08974359,0.051282051,0.961538462,0.076923077,0.076182,0.002956,0.050863,0.051551,4,5,3,2,0.0809,0.06409,0.058491,0.366084,501,501,953,1000,978,978,1000,1000,364,418,824,753,689,734,815,1000,perturbed
378,0.153846154,1,0.256410256,0.076923077,0.051282051,1.025641026,0.051282051,0.070895,0.01615,0.004894,0.043813,1,3,1,1,0.065273,0.125103,0.012889,0.409882,429,429,991,1000,977,977,1000,1000,31,570,792,54,897,917,945,1000,perturbed
379,0.141025641,1,0.282051282,0.115384615,0.012820513,0.961538462,0.051282051,0.048049,0.037893,0.048074,0.060149,4,2,2,2,0.124365,0.062887,0.043773,0.416335,717,795,993,901,977,977,1000,1000,417,458,850,826,904,905,992,1000,perturbed
380,0.076923077,1,0.282051282,0.102564103,0.051282051,1.012820513,0.076923077,0.028922,0.060955,0.036561,0.050878,1,4,3,1,0.104289,0.060084,0.026042,0.356137,539,599,706,978,974,974,1000,1000,298,424,807,593,637,652,835,1000,perturbed
381,0.115384615,1,0.230769231,0.141025641,0.064102564,0.961538462,0.025641026,0.070487,0.043934,0.036614,0.042355,2,4,3,1,0.133619,0.088018,0.025274,0.390844,462,464,881,1000,978,978,1000,1000,132,577,794,244,785,786,984,1000,perturbed
382,0.141025641,1,0.269230769,0.064102564,0.051282051,1,0.076923077,0.038121,0.04218,0.016242,0.060781,4,2,1,1,0.11273,0.085618,0.040347,0.361484,451,468,981,911,977,977,1000,1000,248,498,786,374,507,744,515,1000,perturbed
383,0.128205128,1,0.307692308,0.141025641,0.064102564,1.038461538,0.025641026,0.07692,0.021955,0.080926,0.009513,4,1,4,3,0.08332,0.05756,0.013536,0.367513,447,448,904,1000,979,979,1000,1000,381,396,898,881,641,649,951,972,perturbed
384,0.102564103,1,0.256410256,0.141025641,0.051282051,0.961538462,0.038461538,0.032519,0.063478,0.049127,0.043759,4,3,1,1,0.132376,0.100597,0.049101,0.400337,463,545,895,792,974,974,1000,1000,471,552,821,781,820,820,990,1000,perturbed
385,0.128205128,1,0.294871795,0.08974359,0.025641026,1.038461538,0.025641026,0.053264,0.014005,0.015841,0.013241,4,2,4,2,0.116699,0.067679,0.0133,0.423373,691,697,987,983,978,978,1000,1000,4,461,891,12,924,931,976,1000,perturbed
386,0.076923077,1,0.256410256,0.115384615,0.012820513,0.974358974,0.038461538,0.05427,0.008725,0.055293,0.019608,5,5,4,3,0.073466,0.116854,0.024346,0.368077,722,825,891,889,978,978,1000,1000,420,574,823,685,687,693,919,997,perturbed
387,0.102564103,1,0.269230769,0.076923077,0.038461538,1.038461538,0.012820513,0.001646,0.052707,0.050756,0.052404,4,4,2,2,0.103269,0.113004,0.023304,0.401402,7,590,937,7,974,974,1000,1000,341,563,882,571,863,892,918,1000,perturbed
388,0.08974359,1,0.282051282,0.128205128,0.025641026,1.012820513,0.051282051,0.043259,0.027353,0.068706,0.053315,2,3,3,3,0.135459,0.102546,0.031689,0.414406,745,771,902,992,974,974,1000,1000,484,535,853,857,889,889,993,1000,perturbed
389,0.115384615,1,0.243589744,0.064102564,0.064102564,1.012820513,0.025641026,0.014984,0.044391,0.044167,0.004084,1,5,4,1,0.08083,0.079318,0.041542,0.416813,385,455,882,806,978,978,1000,1000,215,542,825,370,814,931,819,995,perturbed
390,0.08974359,1,0.282051282,0.115384615,0.064102564,0.961538462,0.025641026,0.063456,0.030662,0.022051,0.028535,4,1,3,1,0.099467,0.130646,0.056748,0.359681,473,499,729,995,978,978,1000,1000,22,558,892,48,641,647,880,1000,perturbed
391,0.076923077,1,0.282051282,0.064102564,0.025641026,1.025641026,0.051282051,0.052771,0.017926,0.018542,0.055308,4,4,1,2,0.087284,0.103133,0.025704,0.393108,706,777,836,957,979,979,1000,1000,217,529,856,315,714,881,722,1000,perturbed
392,0.141025641,1,0.230769231,0.076923077,0.012820513,1.038461538,0.025641026,0.081533,0.062643,0.024408,0.015316,2,4,3,2,0.075323,0.129444,0.084709,0.397337,757,757,995,1000,973,973,1000,1000,34,609,806,70,852,886,908,1000,perturbed
393,0.115384615,1,0.256410256,0.064102564,0.012820513,1,0.025641026,0.067219,0.030158,0.01843,0.022811,4,3,2,3,0.091987,0.10683,0.052681,0.361201,807,819,990,984,978,978,1000,1000,31,583,852,62,502,747,510,999,perturbed
394,0.141025641,1,0.230769231,0.128205128,0.025641026,0.974358974,0.064102564,0.053551,0.02437,0.015937,0.035765,5,3,3,3,0.142687,0.133603,0.069042,0.363788,679,684,994,983,978,978,1000,1000,112,584,732,176,653,657,918,1000,perturbed
395,0.102564103,1,0.307692308,0.128205128,0.025641026,1,0.051282051,0.002732,0.00669,0.021326,0.059209,3,2,1,2,0.063651,0.092668,0.040503,0.379146,5,665,961,5,974,974,1000,1000,244,482,889,381,754,756,957,1000,perturbed
396,0.08974359,1,0.230769231,0.08974359,0.012820513,0.987179487,0.051282051,0.027281,0.03993,0.052347,0.001791,1,1,1,1,0.077255,0.065571,0.046427,0.412849,475,809,934,599,974,974,1000,1000,477,521,757,869,900,914,963,991,perturbed
397,0.141025641,1,0.269230769,0.128205128,0.025641026,1,0.051282051,0.066464,0.025963,0.014575,0.035954,3,2,3,1,0.079902,0.075077,0.042133,0.388217,637,637,992,999,978,978,1000,1000,75,502,821,131,786,788,972,1000,perturbed
398,0.128205128,1,0.282051282,0.141025641,0.051282051,1.025641026,0.051282051,0.072558,0.04865,0.006326,0.047987,3,4,4,3,0.121791,0.114737,0.053104,0.422794,494,494,953,1000,977,977,1000,1000,8,533,851,18,904,904,997,1000,perturbed
399,0.128205128,1,0.307692308,0.128205128,0.064102564,0.961538462,0.051282051,0.04813,0.049043,0.035034,0.047443,3,3,4,3,0.083961,0.091705,0.026273,0.425901,444,447,903,988,979,979,1000,1000,294,485,881,485,923,923,996,1000,perturbed
400,0.153846154,1,0.243589744,0.064102564,0.038461538,0.987179487,0.012820513,0.024957,0.021154,0.006247,0.020084,2,3,3,2,0.07053,0.099905,0.013432,0.357884,444,468,995,887,973,973,1000,1000,0,583,846,0,483,731,492,1000,perturbed
401,0.153846154,1,0.230769231,0.076923077,0.064102564,1.038461538,0.038461538,0.034823,0.037713,0.055381,0.008874,3,4,3,1,0.078223,0.061982,0.087258,0.364967,388,397,973,949,978,978,1000,1000,394,501,775,726,673,739,786,976,perturbed
402,0.153846154,1,0.282051282,0.115384615,0.038461538,1.038461538,0.076923077,0.024007,0.056406,0.073568,0.012603,3,1,3,1,0.12792,0.068186,0.074291,0.351179,441,491,995,742,977,977,1000,1000,437,448,825,919,598,607,843,979,perturbed
403,0.102564103,1,0.282051282,0.115384615,0.038461538,1,0.012820513,0.06641,0.049802,0.069521,0.005723,1,4,4,1,0.07217,0.129883,0.030079,0.417047,572,576,934,1000,974,974,1000,1000,400,557,896,686,894,895,992,1000,perturbed
404,0.115384615,1,0.230769231,0.076923077,0.012820513,1.025641026,0.038461538,0.004023,0.014051,0.06112,0.048376,4,2,2,1,0.068352,0.110599,0.017072,0.386241,1,750,987,1,974,974,1000,1000,541,599,781,887,796,841,862,1000,perturbed
405,0.153846154,1,0.243589744,0.064102564,0.038461538,1,0.064102564,0.0737,0.023199,0.045602,0.002179,2,3,2,2,0.114922,0.083243,0.022021,0.398939,487,487,995,1000,978,978,1000,1000,455,526,770,807,731,907,753,966,perturbed
406,0.141025641,1,0.230769231,0.076923077,0.012820513,1.012820513,0.012820513,0.05438,0.023384,0.063518,0.034048,1,3,1,1,0.088914,0.122979,0.064049,0.394836,783,790,995,988,977,977,1000,1000,476,620,824,753,834,870,897,1000,perturbed
407,0.102564103,1,0.230769231,0.115384615,0.064102564,0.974358974,0.064102564,0.078951,0.046112,0.049368,0.024021,2,5,1,1,0.06314,0.103315,0.018277,0.409303,467,470,840,1000,980,980,1000,1000,495,575,728,852,878,880,989,1000,perturbed
408,0.076923077,1,0.230769231,0.076923077,0.038461538,0.961538462,0.051282051,0.068697,0.036079,0.015757,0.006991,4,2,3,1,0.072223,0.083689,0.048957,0.403501,592,635,758,996,974,974,1000,1000,81,562,756,136,876,903,929,990,perturbed
409,0.153846154,1,0.282051282,0.08974359,0.064102564,1.012820513,0.064102564,0.013052,0.012316,0.060471,0.037389,3,3,2,1,0.09813,0.088092,0.090069,0.350595,251,402,973,441,978,978,1000,1000,486,507,828,915,604,644,746,999,perturbed
410,0.08974359,1,0.269230769,0.115384615,0.025641026,1.038461538,0.038461538,0.042172,0.018491,0.02924,0.017184,2,2,3,3,0.077331,0.074921,0.0377,0.414268,711,733,899,993,977,977,1000,1000,208,509,852,338,890,891,992,1000,perturbed
411,0.128205128,1,0.269230769,0.141025641,0.025641026,1.038461538,0.064102564,0.076518,0.033321,0.026757,0.021133,1,2,1,1,0.093344,0.12425,0.022432,0.388039,686,686,988,1000,974,974,1000,1000,352,542,802,546,776,777,980,1000,perturbed
412,0.153846154,1,0.307692308,0.076923077,0.025641026,1,0.076923077,0.020603,0.033977,0.025249,0.006004,2,4,3,3,0.13891,0.073186,0.041478,0.402168,511,656,995,702,974,974,1000,1000,239,436,856,411,827,896,922,935,perturbed
413,0.128205128,1,0.282051282,0.08974359,0.064102564,1.025641026,0.038461538,0.010142,0.051318,0.032713,0.017885,1,5,3,1,0.105122,0.063884,0.062896,0.396283,281,443,902,534,978,978,1000,1000,242,450,868,424,854,868,937,999,perturbed
414,0.102564103,1,0.282051282,0.141025641,0.038461538,1.012820513,0.051282051,0.021189,0.039338,0.075849,0.021723,2,3,2,1,0.122473,0.061104,0.030991,0.356821,507,591,937,807,977,977,1000,1000,442,445,851,977,608,609,918,998,perturbed
415,0.128205128,1,0.243589744,0.115384615,0.038461538,1.025641026,0.076923077,0.075882,0.009368,0.067547,0.020538,4,3,3,3,0.120872,0.129423,0.038923,0.354811,548,548,978,1000,979,979,1000,1000,479,536,739,868,620,632,862,977,perturbed
416,0.102564103,1,0.294871795,0.115384615,0.025641026,0.974358974,0.038461538,0.052611,0.050163,0.03378,0.047017,1,4,2,2,0.076385,0.110956,0.012,0.394179,697,704,962,997,973,973,1000,1000,349,531,883,555,823,825,973,1000,perturbed
417,0.076923077,1,0.294871795,0.102564103,0.038461538,1.038461538,0.051282051,0.017461,0.056242,0.029693,0.024708,4,3,1,2,0.086733,0.119914,0.012709,0.373127,234,634,759,323,978,978,1000,1000,339,530,864,535,738,749,909,999,perturbed
418,0.153846154,1,0.243589744,0.102564103,0.038461538,0.974358974,0.051282051,0.008644,0.007336,0.008211,0.017006,3,5,1,2,0.101995,0.058404,0.047827,0.412604,176,485,992,214,978,978,1000,1000,74,474,772,118,900,904,985,1000,perturbed
419,0.141025641,1,0.243589744,0.076923077,0.051282051,0.974358974,0.064102564,0.063647,0.025387,0.040516,0.058094,2,1,2,3,0.127468,0.11439,0.075517,0.37807,468,468,980,1000,975,975,1000,1000,454,560,757,742,755,806,829,1000,perturbed
420,0.141025641,1,0.307692308,0.115384615,0.025641026,0.961538462,0.038461538,0.036334,0.041988,0.061328,0.040423,2,3,4,2,0.068855,0.118399,0.05521,0.399942,597,606,992,974,974,974,1000,1000,443,522,901,774,850,855,980,1000,perturbed
421,0.141025641,1,0.294871795,0.076923077,0.012820513,1.038461538,0.064102564,0.064261,0.026422,0.026129,0.013653,4,5,4,2,0.134237,0.062419,0.020842,0.360443,806,818,995,983,978,978,1000,1000,234,441,849,396,668,739,757,994,perturbed
422,0.08974359,1,0.230769231,0.128205128,0.051282051,1,0.064102564,0.00854,0.010559,0.068664,0.012261,4,2,2,2,0.10398,0.110297,0.064875,0.38936,86,569,776,103,977,977,1000,1000,527,579,728,953,787,791,973,995,perturbed
423,0.153846154,1,0.256410256,0.141025641,0.064102564,0.961538462,0.051282051,0.009924,0.003022,0.012435,0.055923,4,3,1,1,0.13736,0.117858,0.03231,0.355261,190,410,972,284,980,980,1000,1000,124,562,792,188,590,594,910,1000,perturbed
424,0.153846154,1,0.230769231,0.115384615,0.051282051,1.025641026,0.051282051,0.008418,0.017365,0.071921,0.02252,3,2,2,2,0.141254,0.129602,0.069441,0.407704,173,443,991,222,973,973,1000,1000,546,592,756,954,880,882,989,1000,perturbed
425,0.08974359,1,0.256410256,0.141025641,0.038461538,0.961538462,0.051282051,0.04656,0.063361,0.043298,0.051844,5,4,3,2,0.138598,0.126048,0.030774,0.370045,586,631,833,921,978,978,1000,1000,372,571,793,591,664,665,954,1000,perturbed
426,0.128205128,1,0.256410256,0.076923077,0.038461538,0.974358974,0.038461538,0.033789,0.013894,0.035667,0.04614,4,2,4,2,0.136221,0.109376,0.016744,0.351984,496,529,978,846,978,978,1000,1000,262,572,824,406,602,673,705,1000,perturbed
427,0.141025641,1,0.269230769,0.102564103,0.064102564,1.012820513,0.064102564,0.040222,0.006275,0.01736,0.051713,1,2,3,3,0.135792,0.071151,0.068332,0.406098,414,415,953,996,974,974,1000,1000,133,481,798,211,880,885,977,1000,perturbed
428,0.102564103,1,0.307692308,0.08974359,0.012820513,1.038461538,0.076923077,0.069024,0.012229,0.028849,0.055727,2,4,3,2,0.098895,0.120775,0.049281,0.41651,823,826,975,1000,974,974,1000,1000,276,476,856,450,913,922,971,1000,perturbed
429,0.115384615,1,0.294871795,0.102564103,0.012820513,0.974358974,0.038461538,0.016139,0.025195,0.016823,0.015253,3,3,2,3,0.126092,0.104543,0.06891,0.372281,59,831,989,80,978,978,1000,1000,116,536,885,180,733,746,906,995,perturbed
430,0.102564103,1,0.294871795,0.141025641,0.025641026,1,0.012820513,0.007946,0.057536,0.071866,0.033692,4,2,4,2,0.117203,0.08328,0.035257,0.35428,54,743,964,55,977,977,1000,1000,396,493,904,734,592,595,909,1000,perturbed
431,0.076923077,1,0.230769231,0.076923077,0.064102564,0.961538462,0.064102564,0.038923,0.021528,0.082283,0.028618,1,4,1,2,0.113981,0.063189,0.090997,0.390616,467,517,663,999,980,980,1000,1000,480,505,729,989,823,865,876,1000,perturbed
432,0.153846154,1,0.256410256,0.064102564,0.038461538,1,0.051282051,0.068291,0.062486,0.07287,0.042223,2,4,1,1,0.070867,0.132732,0.06843,0.360826,469,469,995,1000,973,973,1000,1000,540,570,796,957,503,754,509,1000,perturbed
433,0.102564103,1,0.256410256,0.064102564,0.051282051,1,0.064102564,0.033404,0.059775,0.057355,0.042249,1,3,3,3,0.122637,0.077602,0.05634,0.420148,528,539,899,981,978,978,1000,1000,433,521,770,783,827,936,831,1000,perturbed
434,0.102564103,1,0.230769231,0.102564103,0.012820513,1.038461538,0.038461538,0.073127,0.015082,0.081564,0.045379,1,1,1,3,0.090916,0.098736,0.090541,0.408101,821,824,976,1000,977,977,1000,1000,563,594,782,975,883,888,979,1000,perturbed
435,0.102564103,1,0.256410256,0.102564103,0.051282051,1.025641026,0.038461538,0.04574,0.025885,0.020401,0.035834,2,3,1,1,0.067229,0.07927,0.075775,0.421345,525,532,893,997,974,974,1000,1000,206,531,816,308,921,923,990,1000,perturbed
436,0.141025641,1,0.282051282,0.064102564,0.051282051,1,0.076923077,0.05249,0.034534,0.036873,0.031184,3,2,4,3,0.132642,0.100033,0.036281,0.357106,460,460,980,990,974,974,1000,1000,327,501,813,547,483,735,488,988,perturbed
437,0.153846154,1,0.256410256,0.076923077,0.051282051,1,0.051282051,0.018726,0.024894,0.058087,0.010748,2,4,4,3,0.12726,0.100137,0.017432,0.365845,395,449,991,750,978,978,1000,1000,438,551,795,744,658,744,791,923,perturbed
438,0.153846154,1,0.243589744,0.064102564,0.064102564,0.974358974,0.051282051,0.039003,0.059931,0.076993,0.058356,3,3,4,1,0.109333,0.123887,0.085041,0.361897,397,401,972,968,977,977,1000,1000,521,583,775,880,510,744,519,1000,perturbed
439,0.153846154,1,0.294871795,0.141025641,0.051282051,1.038461538,0.025641026,0.08022,0.050379,0.083897,0.023387,2,3,2,1,0.091395,0.114947,0.041273,0.381936,442,442,991,1000,979,979,1000,1000,514,534,896,954,742,742,973,1000,perturbed
440,0.08974359,1,0.243589744,0.115384615,0.025641026,1.012820513,0.064102564,0.050222,0.008619,0.057453,0.020199,1,3,3,2,0.088936,0.124383,0.039476,0.41518,725,748,902,998,973,973,1000,1000,464,569,755,779,894,895,991,1000,perturbed
441,0.141025641,1,0.269230769,0.141025641,0.064102564,1.012820513,0.064102564,0.076124,0.067193,0.039435,0.020385,3,3,4,1,0.08786,0.091074,0.033084,0.379792,403,403,951,1000,978,978,1000,1000,341,528,802,566,720,721,971,999,perturbed
442,0.153846154,1,0.269230769,0.064102564,0.064102564,1.012820513,0.025641026,0.010046,0.039601,0.073173,0.040597,4,1,3,2,0.136788,0.114887,0.035047,0.359499,191,392,974,292,977,977,1000,1000,461,566,868,785,490,745,496,1000,perturbed
443,0.102564103,1,0.282051282,0.102564103,0.038461538,1.012820513,0.025641026,0.013402,0.038563,0.042141,0.012689,3,2,1,1,0.084727,0.105156,0.053686,0.391036,221,585,937,314,974,974,1000,1000,292,549,893,484,822,828,956,1000,perturbed
444,0.08974359,1,0.307692308,0.076923077,0.012820513,0.961538462,0.051282051,0.016643,0.029244,0.011868,0.007774,3,5,3,2,0.1036,0.13598,0.023371,0.410299,57,840,936,81,974,974,1000,1000,49,526,884,81,895,913,948,998,perturbed
445,0.141025641,1,0.282051282,0.128205128,0.025641026,0.961538462,0.064102564,0.038256,0.032246,0.04514,0.018759,1,1,3,2,0.073658,0.114657,0.088522,0.357174,623,632,993,975,978,978,1000,1000,387,529,830,660,619,623,891,997,perturbed
446,0.08974359,1,0.294871795,0.08974359,0.038461538,1.038461538,0.064102564,0.071156,0.013174,0.069854,0.022473,2,5,3,1,0.090658,0.075712,0.031892,0.350412,606,628,839,1000,977,977,1000,1000,454,476,848,880,605,645,744,996,perturbed
447,0.115384615,1,0.256410256,0.08974359,0.012820513,1,0.051282051,0.002344,0.053059,0.049853,0.018987,1,2,2,3,0.073127,0.099481,0.077311,0.370952,0,788,988,2,979,979,1000,1000,484,556,795,822,709,742,833,995,perturbed
448,0.08974359,1,0.269230769,0.064102564,0.038461538,1,0.064102564,0.065905,0.014652,0.012936,0.004824,1,2,4,3,0.118846,0.079687,0.05701,0.354524,606,628,840,1000,973,973,1000,1000,77,506,804,122,530,705,719,778,perturbed
449,0.102564103,1,0.282051282,0.076923077,0.038461538,1.012820513,0.038461538,0.010247,0.018644,0.069217,0.039693,4,1,1,1,0.080643,0.057404,0.029176,0.367748,145,579,939,168,978,978,1000,1000,420,426,865,946,702,760,797,1000,perturbed
450,0.153846154,1,0.282051282,0.128205128,0.025641026,1.038461538,0.038461538,0.037398,0.023841,0.079739,0.037199,4,1,1,2,0.096749,0.076776,0.0436,0.35588,612,646,995,898,977,977,1000,1000,487,496,874,969,600,603,917,1000,perturbed
451,0.141025641,1,0.282051282,0.128205128,0.012820513,1,0.051282051,0.03381,0.017431,0.018762,0.033415,2,3,2,2,0.119613,0.06834,0.07338,0.362738,609,807,995,764,974,974,1000,1000,221,471,851,342,651,655,911,1000,perturbed
