Sample,D_RT,O_RT,R_RT,C_RT,D_TT,O_TT,R_TT,D_Cont,O_Cont,R_Cont,C_Cont,D_Ins,O_Ins,R_Ins,C_Ins,D_JLA,R_JLA,O_JLA,C_JLA,D_all,D_Rel,D_RF,D_WCC,O_all,O_Rel,O_RF,O_WCC,R_all,R_Rel,R_RF,R_WCC,C_all,C_Rel,C_RF,C_WCC,Name
105,0.076923077,1,0.230769231,0.102564103,0.038461538,0.051282051,0.038461538,0.068442,0.091051,0.031498,0.030396,2,1,2,3,0.088615,0.084795,0.091893,0.403027,592,634,758,1000,1000,1000,1000,1000,363,564,780,541,864,869,974,1000,perturbed
106,0.115384615,1,0.179487179,0.08974359,0.051282051,0.051282051,0.064102564,0.103033,0.079355,0.092518,0.001774,2,2,2,2,0.127168,0.159983,0.053011,0.358312,533,535,936,1000,1000,1000,1000,1000,426,661,460,993,588,681,792,876,perturbed
107,0.038461538,1,0.192307692,0.128205128,0.025641026,0.076923077,0.064102564,0.116736,0.063661,0.052798,0.01735,4,1,5,2,0.092644,0.125234,0.048965,0.356865,0,814,0,1000,999,999,1000,1000,431,656,616,660,621,627,881,992,perturbed
108,0.08974359,1,0.192307692,0.141025641,0.051282051,0.038461538,0.025641026,0.070762,0.112311,0.036236,0.023254,2,3,4,2,0.118022,0.152245,0.070696,0.32753,556,583,774,1000,1000,1000,1000,1000,117,676,711,206,443,444,796,997,perturbed
109,0.076923077,1,0.179487179,0.141025641,0.012820513,0.038461538,0.051282051,0.096064,0.053869,0.03374,0.008535,3,3,3,2,0.121656,0.095054,0.064975,0.332723,839,884,896,1000,1000,1000,1000,1000,257,675,494,424,468,472,815,972,perturbed
110,0.064102564,1,0.205128205,0.115384615,0.012820513,0.102564103,0.064102564,0.086854,0.126515,0.102413,0.054337,3,3,5,3,0.134338,0.115013,0.059809,0.365237,573,881,581,999,999,999,1000,1000,533,620,649,969,685,691,908,1000,perturbed
111,0.076923077,1,0.205128205,0.076923077,0.012820513,0.115384615,0.051282051,0.058223,0.078226,0.08164,0.014822,4,1,2,2,0.152818,0.149542,0.082887,0.331704,793,879,902,928,999,999,1000,1000,551,635,676,987,494,577,561,988,perturbed
112,0.051282051,1,0.230769231,0.115384615,0.051282051,0.102564103,0.038461538,0.118676,0.096957,0.085573,0.035225,2,4,4,2,0.120848,0.100244,0.097981,0.328081,45,625,45,1000,999,999,1000,1000,543,596,782,907,476,484,731,998,perturbed
113,0.08974359,1,0.166666667,0.064102564,0.025641026,0.051282051,0.076923077,0.056442,0.09643,0.0604,0.024055,5,2,4,1,0.102747,0.102553,0.0901,0.39878,754,781,908,975,1000,1000,1000,1000,360,642,398,773,746,898,757,1000,perturbed
114,0.102564103,1,0.205128205,0.141025641,0.012820513,0.08974359,0.076923077,0.108489,0.088171,0.059596,0.023452,2,1,2,2,0.114281,0.097626,0.096824,0.352727,844,848,978,1000,999,999,1000,1000,510,613,625,929,577,579,901,999,perturbed
115,0.038461538,1,0.166666667,0.115384615,0.038461538,0.064102564,0.038461538,0.093937,0.067369,0.047931,0.028607,2,4,4,3,0.110725,0.121728,0.022029,0.355128,0,697,0,1000,999,999,1000,1000,332,706,488,534,616,623,863,992,perturbed
116,0.051282051,1,0.230769231,0.128205128,0.051282051,0.076923077,0.064102564,0.064887,0.063595,0.057791,0.037066,3,3,3,3,0.107863,0.154838,0.082794,0.361934,44,637,44,997,1000,1000,1000,1000,470,596,728,780,649,654,905,999,perturbed
117,0.08974359,1,0.192307692,0.141025641,0.012820513,0.051282051,0.064102564,0.096516,0.10132,0.063217,0.0362,2,3,4,1,0.112222,0.139041,0.041733,0.340184,847,865,938,1000,1000,1000,1000,1000,488,659,614,798,515,515,843,1000,perturbed
118,0.08974359,1,0.230769231,0.115384615,0.025641026,0.076923077,0.051282051,0.099838,0.101602,0.106932,0.031281,4,2,3,2,0.130507,0.149266,0.083462,0.387566,755,779,905,1000,1000,1000,1000,1000,560,600,756,989,791,793,966,1000,perturbed
119,0.115384615,1,0.217948718,0.064102564,0.038461538,0.038461538,0.064102564,0.082897,0.101993,0.054187,0.059943,4,4,5,3,0.121406,0.100351,0.025844,0.379459,571,571,966,1000,1000,1000,1000,1000,415,596,693,673,623,833,635,1000,perturbed
120,0.038461538,1,0.192307692,0.076923077,0.038461538,0.038461538,0.064102564,0.06222,0.118243,0.086108,0.041144,1,1,2,2,0.115857,0.084993,0.05043,0.370624,0,689,0,1000,1000,1000,1000,1000,518,630,613,991,716,778,805,1000,perturbed
121,0.076923077,1,0.217948718,0.08974359,0.038461538,0.051282051,0.051282051,0.059237,0.116875,0.10162,0.012591,3,1,4,3,0.119508,0.140649,0.071215,0.363477,600,642,762,996,1000,1000,1000,1000,553,612,710,967,649,706,811,933,perturbed
122,0.08974359,1,0.243589744,0.064102564,0.051282051,0.08974359,0.076923077,0.084857,0.12856,0.108636,0.05679,2,3,5,1,0.163001,0.145951,0.061092,0.343493,548,577,777,1000,999,999,1000,1000,513,544,740,983,396,649,403,1000,perturbed
123,0.076923077,1,0.243589744,0.08974359,0.012820513,0.102564103,0.025641026,0.121476,0.091445,0.044006,0.019197,2,1,5,1,0.163984,0.129462,0.049278,0.344252,836,876,897,1000,999,999,1000,1000,207,604,838,322,575,623,704,997,perturbed
124,0.038461538,1,0.205128205,0.064102564,0.025641026,0.102564103,0.038461538,0.102369,0.102684,0.066867,0.005743,4,3,5,1,0.091097,0.116688,0.098433,0.348719,0,819,0,1000,998,998,1000,1000,491,655,708,746,421,676,432,954,perturbed
125,0.038461538,1,0.166666667,0.102564103,0.025641026,0.038461538,0.025641026,0.0606,0.075464,0.047497,0.041272,2,1,2,3,0.104973,0.130283,0.098047,0.346739,0,823,0,1000,1000,1000,1000,1000,381,710,535,631,585,599,803,1000,perturbed
126,0.038461538,1,0.179487179,0.128205128,0.025641026,0.051282051,0.025641026,0.079041,0.080444,0.033156,0.041335,2,2,4,2,0.153728,0.088284,0.058555,0.403978,0,812,0,1000,1000,1000,1000,1000,83,672,589,153,851,853,987,1000,perturbed
127,0.051282051,1,0.179487179,0.102564103,0.038461538,0.051282051,0.051282051,0.122847,0.056043,0.038917,0.023851,2,3,4,2,0.107605,0.157431,0.02608,0.359949,45,699,45,1000,1000,1000,1000,1000,274,668,489,449,655,667,850,997,perturbed
128,0.051282051,1,0.205128205,0.064102564,0.051282051,0.08974359,0.038461538,0.104105,0.062712,0.101564,0.060396,4,4,4,2,0.093362,0.161081,0.06158,0.373538,45,632,45,1000,999,999,1000,1000,560,623,705,960,586,807,597,1000,perturbed
129,0.115384615,1,0.192307692,0.115384615,0.038461538,0.102564103,0.051282051,0.063769,0.055687,0.06458,0.051943,4,3,2,3,0.134916,0.111709,0.064656,0.349351,572,573,966,992,999,999,1000,1000,539,658,648,934,602,612,835,1000,perturbed
130,0.115384615,1,0.217948718,0.128205128,0.025641026,0.08974359,0.038461538,0.102834,0.105717,0.103213,0.015384,1,3,1,2,0.152629,0.082918,0.022548,0.365141,740,741,980,1000,999,999,1000,1000,546,581,750,996,665,668,923,997,perturbed
131,0.064102564,1,0.230769231,0.102564103,0.038461538,0.102564103,0.012820513,0.054748,0.104376,0.036421,0.006083,1,4,2,2,0.145271,0.11941,0.028376,0.366222,393,655,416,1000,999,999,1000,1000,193,613,819,304,697,710,878,992,perturbed
132,0.08974359,1,0.205128205,0.064102564,0.051282051,0.076923077,0.076923077,0.057704,0.091363,0.069633,0.048228,3,3,4,1,0.138672,0.146193,0.031575,0.367894,552,579,775,991,1000,1000,1000,1000,487,612,623,849,552,778,557,1000,perturbed
133,0.051282051,1,0.243589744,0.064102564,0.012820513,0.08974359,0.012820513,0.055277,0.050221,0.096155,0.058415,3,1,1,2,0.11361,0.127335,0.054819,0.361159,78,890,78,893,999,999,1000,1000,577,600,844,967,501,747,509,1000,perturbed
134,0.076923077,1,0.192307692,0.064102564,0.012820513,0.064102564,0.025641026,0.056206,0.101401,0.093762,0.024405,3,2,3,1,0.148327,0.136155,0.040706,0.360801,799,878,902,939,1000,1000,1000,1000,577,685,720,917,497,745,506,1000,perturbed
135,0.115384615,1,0.243589744,0.08974359,0.012820513,0.076923077,0.025641026,0.080808,0.082473,0.037556,0.0257,2,1,2,3,0.093975,0.160173,0.044129,0.335736,832,834,991,1000,999,999,1000,1000,270,611,837,410,517,570,640,994,perturbed
136,0.102564103,1,0.166666667,0.102564103,0.051282051,0.038461538,0.012820513,0.087786,0.068011,0.098558,0.034452,4,1,2,1,0.099743,0.139429,0.072117,0.390666,540,547,896,1000,1000,1000,1000,1000,510,709,553,982,820,826,956,1000,perturbed
137,0.064102564,1,0.243589744,0.08974359,0.038461538,0.076923077,0.025641026,0.100072,0.07858,0.07362,0.05593,2,3,3,3,0.163408,0.15634,0.027743,0.365879,390,653,413,1000,1000,1000,1000,1000,480,607,834,779,680,723,814,1000,perturbed
138,0.038461538,1,0.205128205,0.128205128,0.025641026,0.051282051,0.076923077,0.10097,0.086178,0.098486,0.00656,3,1,2,1,0.109308,0.131533,0.06428,0.375563,0,816,0,1000,1000,1000,1000,1000,515,614,625,998,705,725,949,964,perturbed
139,0.102564103,1,0.205128205,0.115384615,0.038461538,0.051282051,0.076923077,0.126436,0.122968,0.102729,0.034783,3,1,4,2,0.15217,0.151691,0.049695,0.325635,595,598,940,1000,1000,1000,1000,1000,501,589,625,980,455,464,717,998,perturbed
140,0.064102564,1,0.179487179,0.076923077,0.025641026,0.102564103,0.012820513,0.095008,0.055918,0.10957,0.020853,3,3,4,2,0.099996,0.115374,0.075107,0.356613,492,805,508,1000,998,998,1000,1000,547,703,615,936,630,699,736,999,perturbed
141,0.08974359,1,0.166666667,0.115384615,0.012820513,0.051282051,0.076923077,0.112995,0.097346,0.101338,0.006999,3,4,5,3,0.151664,0.148397,0.07839,0.37003,845,863,938,1000,1000,1000,1000,1000,378,650,398,970,689,714,925,950,perturbed
142,0.08974359,1,0.192307692,0.128205128,0.025641026,0.102564103,0.012820513,0.10947,0.106178,0.069508,0.03931,4,2,4,1,0.118102,0.123151,0.052465,0.337204,764,787,910,1000,999,999,1000,1000,425,675,734,644,526,529,804,1000,perturbed
143,0.038461538,1,0.205128205,0.08974359,0.051282051,0.051282051,0.064102564,0.055996,0.113526,0.034989,0.044824,4,4,2,1,0.097442,0.103661,0.038434,0.37238,0,664,0,936,1000,1000,1000,1000,461,641,646,714,720,750,836,1000,perturbed
144,0.115384615,1,0.179487179,0.08974359,0.051282051,0.051282051,0.051282051,0.119199,0.12594,0.072884,0.057164,4,2,4,1,0.091525,0.122,0.092617,0.379539,524,527,937,1000,1000,1000,1000,1000,445,661,492,837,766,794,867,1000,perturbed
145,0.115384615,1,0.217948718,0.076923077,0.038461538,0.115384615,0.038461538,0.098982,0.091962,0.050515,0.012745,1,1,3,2,0.1339,0.121056,0.069961,0.358215,570,570,967,1000,999,999,1000,1000,406,618,750,630,645,719,746,990,perturbed
146,0.038461538,1,0.205128205,0.08974359,0.012820513,0.115384615,0.064102564,0.076059,0.102102,0.040817,0.020271,4,1,3,2,0.103372,0.147867,0.063078,0.379826,0,897,0,966,999,999,1000,1000,384,649,649,585,765,791,863,999,perturbed
147,0.038461538,1,0.166666667,0.08974359,0.025641026,0.08974359,0.064102564,0.058017,0.081649,0.091822,0.053301,5,1,3,3,0.086955,0.108599,0.05398,0.378321,0,805,0,895,999,999,1000,1000,396,673,416,971,761,790,859,1000,perturbed
148,0.076923077,1,0.243589744,0.128205128,0.038461538,0.064102564,0.025641026,0.089372,0.060682,0.084392,0.017252,1,1,2,1,0.145552,0.149422,0.029558,0.382632,597,644,758,1000,1000,1000,1000,1000,559,593,831,952,766,767,964,1000,perturbed
149,0.076923077,1,0.230769231,0.115384615,0.038461538,0.076923077,0.025641026,0.075499,0.111579,0.053557,0.027535,4,1,3,2,0.096785,0.123058,0.062354,0.341596,598,644,760,998,1000,1000,1000,1000,298,607,805,492,547,553,810,999,perturbed
150,0.076923077,1,0.192307692,0.064102564,0.038461538,0.08974359,0.012820513,0.10927,0.09791,0.039174,0.043149,3,3,3,1,0.129345,0.133987,0.028203,0.333252,603,646,764,1000,999,999,1000,1000,121,681,736,215,348,606,349,1000,perturbed
151,0.051282051,1,0.205128205,0.115384615,0.012820513,0.115384615,0.051282051,0.119525,0.107932,0.076186,0.022141,3,1,2,3,0.162646,0.147509,0.071993,0.341351,77,896,77,1000,999,999,1000,1000,562,660,673,976,544,552,809,987,perturbed
152,0.064102564,1,0.217948718,0.115384615,0.038461538,0.102564103,0.038461538,0.125419,0.09726,0.035631,0.03679,3,3,4,3,0.132303,0.088745,0.088648,0.329394,394,664,416,1000,999,999,1000,1000,244,592,751,386,479,486,740,995,perturbed
153,0.051282051,1,0.192307692,0.115384615,0.012820513,0.064102564,0.064102564,0.100664,0.096628,0.106564,0.024421,3,3,5,2,0.096696,0.097273,0.029171,0.386153,76,874,76,1000,1000,1000,1000,1000,528,645,613,977,792,796,962,1000,perturbed
154,0.102564103,1,0.166666667,0.076923077,0.038461538,0.038461538,0.064102564,0.060018,0.12078,0.034906,0.045403,2,1,5,2,0.132825,0.117356,0.044421,0.338419,599,601,944,1000,1000,1000,1000,1000,235,678,414,395,523,599,615,1000,perturbed
155,0.076923077,1,0.205128205,0.115384615,0.012820513,0.076923077,0.076923077,0.074015,0.128609,0.069852,0.027379,2,3,4,1,0.119639,0.138282,0.069199,0.341814,832,873,896,1000,999,999,1000,1000,486,599,625,861,551,559,811,998,perturbed
156,0.08974359,1,0.217948718,0.102564103,0.038461538,0.051282051,0.038461538,0.073319,0.081156,0.102655,0.04525,1,2,4,3,0.160154,0.134746,0.049009,0.395774,607,630,836,1000,999,999,1000,1000,567,614,750,963,837,843,966,1000,perturbed
157,0.115384615,1,0.243589744,0.08974359,0.051282051,0.102564103,0.051282051,0.088729,0.05716,0.032918,0.058213,3,2,4,3,0.098258,0.158824,0.02168,0.364268,523,524,934,1000,997,997,1000,1000,258,580,774,403,678,717,812,1000,perturbed
158,0.064102564,1,0.205128205,0.08974359,0.051282051,0.076923077,0.025641026,0.126532,0.099673,0.044417,0.007333,3,4,5,3,0.129797,0.113642,0.02387,0.338238,369,610,396,1000,999,999,1000,1000,191,630,742,304,504,581,657,865,perturbed
159,0.064102564,1,0.217948718,0.128205128,0.051282051,0.08974359,0.025641026,0.064017,0.062801,0.088023,0.035555,2,1,3,2,0.161834,0.137989,0.03258,0.367586,369,610,399,1000,999,999,1000,1000,535,621,770,884,673,674,928,1000,perturbed
160,0.102564103,1,0.205128205,0.141025641,0.051282051,0.08974359,0.038461538,0.106001,0.080254,0.076974,0.032794,2,3,3,1,0.151601,0.10728,0.077421,0.404896,539,546,895,1000,998,998,1000,1000,545,644,700,888,839,839,993,1000,perturbed
161,0.102564103,1,0.192307692,0.08974359,0.012820513,0.064102564,0.038461538,0.125949,0.102245,0.052936,0.033258,1,3,2,2,0.12005,0.129842,0.077324,0.369792,849,853,979,1000,1000,1000,1000,1000,544,675,688,828,705,743,827,1000,perturbed
162,0.051282051,1,0.243589744,0.141025641,0.051282051,0.076923077,0.051282051,0.05779,0.064421,0.062101,0.043874,1,4,2,3,0.144419,0.159141,0.071779,0.351226,44,642,44,1000,999,999,1000,1000,534,584,773,908,567,568,893,1000,perturbed
163,0.038461538,1,0.166666667,0.076923077,0.051282051,0.064102564,0.025641026,0.071493,0.064113,0.096951,0.020369,4,1,4,2,0.110223,0.129932,0.040587,0.38023,0,657,0,987,999,999,1000,1000,489,711,536,896,770,824,832,999,perturbed
164,0.08974359,1,0.243589744,0.128205128,0.012820513,0.102564103,0.025641026,0.074461,0.128885,0.043195,0.007587,1,1,3,1,0.146918,0.13952,0.087093,0.376656,839,856,936,1000,998,998,1000,1000,213,601,832,357,730,733,953,999,perturbed
165,0.08974359,1,0.217948718,0.102564103,0.025641026,0.038461538,0.012820513,0.095593,0.062635,0.082602,0.033711,4,3,4,1,0.157854,0.096394,0.040998,0.347406,766,790,909,1000,1000,1000,1000,1000,474,602,781,788,591,606,809,1000,perturbed
166,0.038461538,1,0.192307692,0.141025641,0.038461538,0.038461538,0.012820513,0.097463,0.093702,0.074035,0.013445,1,4,2,3,0.124283,0.082559,0.025631,0.364939,0,698,0,1000,1000,1000,1000,1000,551,641,728,886,631,632,945,990,perturbed
167,0.064102564,1,0.230769231,0.128205128,0.012820513,0.102564103,0.064102564,0.11044,0.068253,0.082293,0.009691,4,4,4,3,0.115492,0.124575,0.049726,0.354125,571,876,581,1000,999,999,1000,1000,543,600,731,924,581,601,871,950,perturbed
168,0.051282051,1,0.230769231,0.076923077,0.012820513,0.051282051,0.025641026,0.067139,0.125555,0.083633,0.036031,5,4,1,1,0.087502,0.087488,0.054153,0.329948,78,879,78,943,1000,1000,1000,1000,559,585,809,959,471,556,539,999,perturbed
169,0.076923077,1,0.179487179,0.115384615,0.038461538,0.051282051,0.051282051,0.091744,0.114818,0.099768,0.028179,1,4,2,2,0.090987,0.158455,0.020915,0.393993,594,637,761,1000,1000,1000,1000,1000,454,670,491,995,821,824,973,1000,perturbed
170,0.076923077,1,0.192307692,0.128205128,0.012820513,0.038461538,0.076923077,0.117568,0.117413,0.072634,0.002764,2,3,5,3,0.142248,0.124869,0.07546,0.362396,826,872,893,1000,1000,1000,1000,1000,486,630,593,845,603,654,908,894,perturbed
171,0.051282051,1,0.192307692,0.064102564,0.038461538,0.038461538,0.051282051,0.083742,0.056223,0.035229,0.011006,1,1,2,2,0.141345,0.160859,0.036941,0.329986,44,682,44,1000,1000,1000,1000,1000,447,676,649,667,317,577,320,952,perturbed
172,0.038461538,1,0.192307692,0.102564103,0.025641026,0.102564103,0.076923077,0.05144,0.084619,0.091656,0.055881,5,2,4,1,0.127603,0.092047,0.094865,0.344265,0,827,0,828,998,998,1000,1000,504,617,597,958,572,586,793,1000,perturbed
173,0.08974359,1,0.217948718,0.08974359,0.038461538,0.076923077,0.012820513,0.064112,0.103952,0.033427,0.010346,4,2,2,2,0.155678,0.103978,0.035323,0.332171,613,632,842,987,1000,1000,1000,1000,162,615,782,252,496,549,618,983,perturbed
174,0.08974359,1,0.243589744,0.064102564,0.025641026,0.051282051,0.025641026,0.113385,0.100721,0.077559,0.017181,1,1,4,2,0.114367,0.157625,0.097571,0.397813,759,781,908,1000,1000,1000,1000,1000,484,599,833,800,739,897,749,1000,perturbed
175,0.064102564,1,0.166666667,0.102564103,0.012820513,0.08974359,0.025641026,0.098307,0.05374,0.036026,0.011826,3,2,4,2,0.114689,0.096848,0.084638,0.395139,572,876,581,1000,999,999,1000,1000,103,699,532,189,832,838,965,1000,perturbed
176,0.08974359,1,0.192307692,0.141025641,0.038461538,0.038461538,0.038461538,0.124215,0.084147,0.068693,0.014507,2,4,1,1,0.119305,0.117177,0.060685,0.369146,606,628,835,1000,1000,1000,1000,1000,546,661,648,952,661,663,954,996,perturbed
177,0.076923077,1,0.243589744,0.141025641,0.025641026,0.051282051,0.051282051,0.089229,0.104213,0.076798,0.058114,2,3,1,2,0.155414,0.131845,0.05704,0.369208,726,792,834,1000,1000,1000,1000,1000,551,581,774,968,667,668,954,1000,perturbed
178,0.076923077,1,0.179487179,0.064102564,0.025641026,0.064102564,0.051282051,0.104782,0.062441,0.09129,0.047866,4,3,3,3,0.159413,0.129335,0.062088,0.374291,734,795,841,1000,1000,1000,1000,1000,459,673,496,957,596,810,604,1000,perturbed
179,0.115384615,1,0.230769231,0.08974359,0.038461538,0.064102564,0.051282051,0.09091,0.077855,0.067594,0.011174,4,3,2,1,0.100348,0.149357,0.050584,0.331085,580,580,967,1000,999,999,1000,1000,558,610,761,946,489,542,610,964,perturbed
180,0.08974359,1,0.166666667,0.064102564,0.051282051,0.08974359,0.051282051,0.096249,0.126063,0.095665,0.029625,4,2,3,3,0.103262,0.152651,0.087673,0.396909,547,575,773,1000,998,998,1000,1000,419,689,440,970,734,895,743,998,perturbed
181,0.076923077,1,0.205128205,0.076923077,0.038461538,0.064102564,0.038461538,0.119476,0.080122,0.070815,0.052896,2,1,2,2,0.121197,0.109269,0.075817,0.35449,598,643,761,1000,1000,1000,1000,1000,573,660,702,945,612,684,719,1000,perturbed
182,0.038461538,1,0.217948718,0.128205128,0.038461538,0.102564103,0.064102564,0.077435,0.094284,0.034463,0.047887,3,3,3,3,0.13103,0.11039,0.05904,0.370879,0,696,0,999,999,999,1000,1000,299,597,694,480,702,703,941,1000,perturbed
183,0.051282051,1,0.192307692,0.128205128,0.051282051,0.115384615,0.038461538,0.068968,0.070355,0.103703,0.057514,2,3,1,2,0.104469,0.115814,0.068657,0.394897,45,642,45,1000,999,999,1000,1000,572,665,685,996,817,820,977,1000,perturbed
184,0.076923077,1,0.205128205,0.141025641,0.038461538,0.115384615,0.076923077,0.073487,0.106816,0.080232,0.055252,3,4,4,1,0.12204,0.116424,0.050345,0.359315,596,643,759,999,999,999,1000,1000,508,608,622,913,611,611,929,1000,perturbed
185,0.08974359,1,0.192307692,0.115384615,0.025641026,0.038461538,0.025641026,0.067585,0.11035,0.032266,0.026568,1,3,3,3,0.121058,0.099806,0.024149,0.356211,767,788,907,1000,1000,1000,1000,1000,88,657,711,162,630,636,868,999,perturbed
186,0.038461538,1,0.166666667,0.102564103,0.025641026,0.115384615,0.051282051,0.110231,0.064932,0.056627,0.040573,3,1,4,1,0.125217,0.112057,0.037442,0.394656,0,815,0,1000,999,999,1000,1000,369,690,442,683,838,843,962,1000,perturbed
187,0.076923077,1,0.205128205,0.128205128,0.012820513,0.076923077,0.012820513,0.059015,0.052245,0.075932,0.0251,2,2,3,1,0.08627,0.116209,0.059648,0.333994,820,860,895,996,999,999,1000,1000,494,670,752,764,500,501,795,1000,perturbed
188,0.08974359,1,0.179487179,0.064102564,0.025641026,0.051282051,0.012820513,0.109377,0.094135,0.048471,0.054971,4,1,1,2,0.16284,0.131316,0.092056,0.342778,769,793,911,1000,1000,1000,1000,1000,371,696,617,567,396,650,404,1000,perturbed
189,0.102564103,1,0.230769231,0.076923077,0.012820513,0.051282051,0.012820513,0.112607,0.107766,0.090025,0.049962,4,3,5,3,0.139939,0.141947,0.067155,0.361742,850,854,978,1000,1000,1000,1000,1000,518,623,825,826,656,723,761,1000,perturbed
190,0.102564103,1,0.179487179,0.102564103,0.051282051,0.08974359,0.025641026,0.08091,0.051195,0.065622,0.018148,3,2,2,1,0.110107,0.139289,0.088859,0.371958,538,545,900,1000,999,999,1000,1000,515,695,588,858,726,735,906,1000,perturbed
